Station,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,Mon24,Tue24,Wed24,Thu24,Fri24,Sat24,Sun24,Mon1,Tue1,Wed1,Thu1,Fri1,Sat1,Sun1,Mon2,Tue2,Wed2,Thu2,Fri2,Sat2,Sun2,Mon3,Tue3,Wed3,Thu3,Fri3,Sat3,Sun3,Mon4,Tue4,Wed4,Thu4,Fri4,Sat4,Sun4,Mon5,Tue5,Wed5,Thu5,Fri5,Sat5,Sun5,Mon6,Tue6,Wed6,Thu6,Fri6,Sat6,Sun6,Mon7,Tue7,Wed7,Thu7,Fri7,Sat7,Sun7,Mon8,Tue8,Wed8,Thu8,Fri8,Sat8,Sun8,Mon9,Tue9,Wed9,Thu9,Fri9,Sat9,Sun9,Mon10,Tue10,Wed10,Thu10,Fri10,Sat10,Sun10,Mon11,Tue11,Wed11,Thu11,Fri11,Sat11,Sun11,Mon12,Tue12,Wed12,Thu12,Fri12,Sat12,Sun12,Mon13,Tue13,Wed13,Thu13,Fri13,Sat13,Sun13,Mon14,Tue14,Wed14,Thu14,Fri14,Sat14,Sun14,Mon15,Tue15,Wed15,Thu15,Fri15,Sat15,Sun15,Mon16,Tue16,Wed16,Thu16,Fri16,Sat16,Sun16,Mon17,Tue17,Wed17,Thu17,Fri17,Sat17,Sun17,Mon18,Tue18,Wed18,Thu18,Fri18,Sat18,Sun18,Mon19,Tue19,Wed19,Thu19,Fri19,Sat19,Sun19,Mon20,Tue20,Wed20,Thu20,Fri20,Sat20,Sun20,Mon21,Tue21,Wed21,Thu21,Fri21,Sat21,Sun21,Mon22,Tue22,Wed22,Thu22,Fri22,Sat22,Sun22,Mon23,Tue23,Wed23,Thu23,Fri23,Sat23,Sun23
7242,982,717,748,617,1014,2119,1908,0,0,0,0,0,0,3324,2889,1892,0,0,0,11,3,4,2,7,23,10,4,4,3,0,3,10,3,3,0,0,0,0,3,1,3,1,1,3,1,3,2,1,0,0,0,1,1,0,0,2,2,2,2,0,1,2,10,9,5,7,5,1,7,11,10,8,6,7,6,16,20,25,14,19,19,12,19,7,8,8,14,39,18,20,15,22,13,31,64,47,54,28,22,25,53,91,77,34,47,38,24,61,149,116,102,50,41,48,62,213,140,85,47,31,39,70,175,157,81,42,36,48,76,220,219,86,29,59,47,71,208,187,65,58,83,45,77,196,196,93,87,70,48,88,150,247,118,85,73,48,83,134,159,84,67,29,51,65,121,151,42,51,64,29,97,143,75,29,21,60,65,68,81,44,23,32,58,45,52,64,39
7243,88,79,138,116,105,166,100,0,0,0,0,0,0,270,260,262,0,0,0,2,0,0,0,0,4,5,0,0,0,0,0,2,1,0,0,0,0,1,3,2,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,4,6,12,9,7,0,1,3,9,4,10,5,0,0,6,13,16,11,9,1,0,1,2,3,6,5,3,7,2,1,0,2,0,3,6,9,8,7,4,4,3,3,1,1,3,2,1,9,3,1,0,1,1,3,8,6,4,0,2,3,5,13,12,4,2,6,6,3,12,7,17,18,23,15,13,17,9,7,7,5,15,10,7,17,8,4,4,11,5,15,6,7,3,5,4,0,12,3,6,1,28,3,5,33,3,3,4,13,9,14,15,3,1,0,5,4,13,5,3
7244,69,59,56,54,63,88,86,0,0,0,0,0,0,204,129,142,0,0,0,1,0,0,2,0,0,1,1,0,0,1,1,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,5,0,1,0,2,2,2,2,1,0,0,1,0,4,2,5,2,1,1,3,2,3,1,1,0,0,1,0,0,1,3,2,3,0,1,1,2,0,6,0,0,0,0,3,3,7,8,0,2,1,14,4,6,3,1,4,4,3,5,5,13,4,1,4,4,17,5,4,1,5,3,2,5,6,5,8,10,5,1,5,13,4,12,2,7,5,3,4,7,11,4,6,2,13,12,5,2,6,4,5,3,4,3,6,5,2,4,11,4,3,2,5,1,5,5,3,3,2,0,1,3,6,0
7245,314,349,362,391,314,309,295,0,0,0,0,0,0,820,772,742,0,0,0,3,2,4,3,2,6,13,2,2,0,3,4,11,7,3,4,0,0,2,3,5,0,0,0,0,0,2,2,1,0,0,0,0,2,3,0,0,1,0,0,2,0,8,1,3,3,6,0,1,15,18,22,18,11,1,2,26,40,37,37,30,2,5,12,30,31,28,30,6,2,11,14,13,17,15,12,14,22,16,19,19,12,23,14,12,16,13,14,9,28,16,25,14,17,15,8,33,25,13,16,17,16,13,25,18,13,12,13,13,16,20,13,19,16,15,23,26,28,35,31,30,38,43,38,30,31,31,36,41,31,23,16,28,25,37,31,34,27,16,22,21,18,19,30,15,16,14,11,15,15,16,8,11,15,7,8,9,22,12,5,9,3,4,4,6,7,11,1
7246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7247,72,63,76,70,72,97,68,0,0,0,0,0,0,165,174,179,0,0,0,1,1,0,0,0,3,0,4,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,4,3,3,4,8,0,0,11,13,14,8,4,0,0,1,3,4,9,3,0,3,4,1,0,2,1,7,5,3,2,3,4,0,1,4,1,0,5,3,1,6,5,3,3,0,0,2,8,3,5,2,1,0,1,4,8,1,0,2,3,1,7,11,2,2,4,3,4,21,7,12,15,17,13,13,8,6,7,6,3,4,6,9,2,2,1,2,10,5,9,7,3,1,3,2,2,3,1,1,4,4,1,7,2,3,1,1,7,3,6,4,1,4,0,0,1,5,3,1
7248,591,661,648,723,701,677,637,0,0,0,0,0,0,1627,1640,1371,0,0,0,1,4,4,7,9,11,10,2,2,3,1,3,14,11,5,1,0,1,3,16,14,2,0,0,1,1,9,7,0,1,0,2,0,0,1,5,6,9,7,3,1,1,4,5,9,8,6,3,1,6,15,8,27,14,5,1,41,51,49,51,54,10,3,29,31,54,49,40,15,19,15,18,18,20,17,38,26,31,17,26,24,26,40,41,38,49,39,31,34,60,47,36,25,32,44,42,46,46,26,28,22,27,30,42,60,22,24,31,28,42,43,67,38,40,34,41,47,58,45,65,82,68,85,73,61,49,68,79,59,72,72,60,47,48,64,56,64,46,45,53,53,57,51,52,61,42,37,29,28,38,41,36,24,31,17,21,26,22,27,19,15,10,13,12,18,15,15,5
7249,96,117,128,120,114,94,69,0,0,0,0,0,0,336,215,187,0,0,0,0,2,1,0,3,2,2,0,0,0,1,1,8,4,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,5,1,3,4,1,0,8,9,13,5,11,1,1,24,31,40,52,34,5,2,10,20,20,19,18,5,3,8,5,3,2,1,3,11,7,1,2,2,5,7,6,4,6,2,1,6,3,5,2,2,4,0,2,9,4,4,3,2,3,0,11,3,4,5,3,1,3,5,6,3,4,6,2,3,8,1,3,3,3,3,2,2,6,3,4,6,2,7,9,3,5,5,2,9,2,7,1,6,6,4,1,5,1,4,0,0,4,5,2,2,1,0,5,8,4,4,1,0,1,0,4,4,0,2,0
7250,378,415,464,455,417,164,169,0,0,0,0,0,0,838,677,947,0,0,0,0,1,2,1,2,1,7,0,2,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,8,5,8,7,3,2,11,7,13,12,8,3,1,12,14,4,13,13,5,3,12,10,15,18,15,7,5,23,20,29,29,24,7,2,25,35,26,32,38,8,7,26,31,43,45,36,13,11,25,39,33,49,51,8,15,40,54,52,50,70,22,15,73,98,104,105,73,15,19,38,29,39,31,21,22,16,33,33,46,28,24,13,14,16,17,21,11,11,15,19,15,6,13,8,8,5,8,12,2,11,3,5,5,5,6,5,6,6,6,6,6,5,3,2,4,3,3,4
7251,293,331,345,311,315,211,217,0,0,0,0,0,0,0,0,0,1029,590,404,3,3,1,3,2,6,3,1,4,1,1,1,4,3,0,0,0,1,0,1,1,4,1,0,0,2,1,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,3,3,4,3,2,0,0,1,1,7,4,3,0,2,7,13,10,10,8,1,1,11,21,19,16,14,3,4,7,13,6,16,17,9,3,19,26,18,13,8,12,10,20,16,31,30,19,26,19,20,18,28,24,32,19,11,21,13,14,19,25,24,32,31,15,17,19,17,16,31,23,20,37,26,36,20,23,34,48,60,37,32,27,23,32,36,45,26,23,15,13,18,22,11,20,15,10,12,15,24,8,15,8,5,7,7,11,14,11,26,6,6,7,17,10,9,8,5,7,9,6,4,4,17,1,4
7252,243,314,280,276,233,223,236,0,0,0,0,0,0,0,0,0,818,528,459,1,1,1,2,3,3,4,3,2,0,3,0,5,6,5,0,0,1,1,5,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,2,4,1,1,1,0,8,11,5,7,3,2,1,17,31,26,36,25,9,8,20,23,27,25,29,14,10,9,13,6,6,6,8,10,9,9,8,12,6,12,21,8,12,11,25,9,16,16,20,13,14,11,11,13,21,5,15,12,9,11,20,11,9,14,18,13,13,13,12,11,10,19,21,12,18,25,17,35,26,15,17,18,20,17,31,24,21,27,22,17,23,25,15,19,17,12,18,25,24,30,21,15,4,12,19,14,21,16,9,15,9,8,17,6,6,11,6,6,5,10,7,5,6,6,6
7253,276,333,364,358,317,175,185,0,0,0,0,0,0,0,0,0,1000,570,438,0,6,1,4,1,8,1,1,0,0,1,0,3,7,0,0,0,3,1,4,0,1,1,1,1,1,2,4,0,0,0,0,0,0,1,0,0,2,2,0,1,0,8,9,14,12,9,0,1,10,16,15,12,16,0,2,35,24,27,40,19,8,10,34,29,39,40,33,14,8,7,15,11,15,9,6,14,8,16,15,16,12,20,13,9,14,20,18,22,18,13,16,15,11,18,15,16,20,11,14,7,13,17,7,14,10,13,13,17,21,8,16,19,28,34,22,32,10,15,42,58,56,51,41,14,10,29,26,26,25,23,9,9,8,17,13,17,11,9,7,9,10,23,7,8,7,11,10,8,8,12,7,1,4,4,11,20,8,11,4,5,5,3,8,4,8,6,0
7254,148,168,190,178,198,178,147,0,0,0,0,0,0,0,0,0,535,371,301,0,0,5,1,2,5,5,1,0,0,2,2,8,1,3,1,0,0,0,7,3,0,3,1,0,1,1,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,1,4,2,1,4,0,0,14,11,10,9,7,1,3,13,30,27,28,22,13,2,15,21,24,16,23,4,7,5,7,12,10,10,9,16,8,4,6,9,15,15,6,10,5,3,4,8,21,11,4,5,6,6,6,13,9,7,6,8,15,5,11,10,7,13,12,5,13,14,10,13,6,6,9,12,20,12,9,8,14,14,9,4,12,8,9,16,13,21,14,9,9,15,14,10,9,5,8,4,10,7,3,13,5,14,7,2,5,6,3,4,5,4,4,6,10,5,1,3,4,2,5,7,8,3,0
7255,163,165,176,164,160,82,95,0,0,0,0,0,0,0,0,0,480,295,230,2,1,0,1,4,3,0,0,0,0,0,0,2,0,0,0,0,2,1,4,1,1,0,0,0,6,2,1,5,2,1,2,2,3,1,4,2,1,2,1,0,1,3,3,2,6,0,0,0,6,4,4,1,2,0,1,18,25,27,32,20,2,2,13,14,22,14,16,7,8,0,1,4,6,7,4,5,11,11,7,9,6,11,4,7,4,2,3,3,10,6,4,10,8,7,6,4,14,7,6,7,0,5,4,13,3,5,7,6,4,3,10,11,14,20,16,14,5,5,23,30,29,28,24,5,8,23,10,13,7,9,5,3,8,10,3,10,15,3,2,6,6,8,7,8,2,8,5,3,6,2,4,3,1,2,2,3,3,1,0,1,1,2,2,0,2,0,0
7256,187,189,184,155,176,114,106,0,0,0,0,0,0,0,0,0,604,309,198,1,0,3,0,2,0,5,0,1,0,6,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,10,0,11,0,10,2,0,2,3,4,4,1,0,0,12,13,14,5,19,4,0,10,12,9,9,6,4,7,3,8,11,3,8,3,6,9,5,9,11,4,9,12,8,8,4,9,6,8,11,5,15,13,9,16,9,7,11,6,5,5,6,9,8,11,8,5,4,9,12,8,15,26,18,21,20,9,12,35,17,29,16,16,12,5,26,17,16,11,19,6,9,8,17,12,12,11,1,4,12,14,10,6,4,12,1,5,13,3,17,5,5,3,3,3,5,5,3,2,2,1,2,3,2,6,2,3
7257,258,321,341,281,286,162,150,0,0,0,0,0,0,0,0,0,875,532,392,0,3,3,2,4,5,1,1,2,1,1,10,6,5,0,2,1,1,2,2,3,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,7,9,9,6,0,0,2,3,5,5,3,1,0,15,13,22,7,9,1,8,8,19,17,21,16,3,6,12,15,12,10,7,11,5,11,10,15,10,12,11,10,24,19,33,25,18,17,7,26,24,30,17,16,20,13,14,24,15,21,18,8,13,8,14,14,11,15,9,21,22,30,26,23,35,16,13,35,50,49,41,44,11,6,21,24,37,36,27,7,13,14,17,14,14,10,9,6,10,15,18,5,5,7,10,13,14,10,9,15,7,2,6,7,8,7,10,3,4,7,8,2,5,4,5,4
7258,39,52,45,65,51,47,30,0,0,0,0,0,0,0,0,0,139,103,87,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0,3,0,0,6,14,8,19,7,0,0,1,2,3,3,5,0,3,1,2,1,1,0,2,1,3,1,0,1,3,6,4,0,1,4,4,0,4,2,1,2,1,2,3,4,5,3,3,1,6,7,5,6,7,3,4,7,5,3,2,7,9,2,7,5,5,3,2,0,1,2,1,6,2,1,3,2,6,3,1,0,2,2,9,3,3,4,1,2,5,1,2,0,2,1,1,0,2,0,4,2,0,1,1,2,2,1,0,0,0,2,0,0,0,0,0
7259,109,116,104,117,102,63,75,0,0,0,0,0,0,0,0,0,366,166,154,3,0,0,0,2,0,0,0,0,0,0,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,4,0,0,6,6,5,11,2,0,1,18,22,12,20,16,7,3,8,7,11,5,10,2,7,7,6,8,7,4,5,1,8,9,12,8,5,7,12,10,7,5,6,10,6,11,3,9,2,7,5,7,5,9,5,5,2,5,3,6,6,10,9,8,8,4,8,7,13,11,14,13,4,4,8,6,6,9,5,7,7,7,8,7,5,4,5,1,4,3,2,2,5,0,5,0,1,0,6,0,1,3,3,0,1,3,1,2,0,1,0,1,1,1,1,0
7260,421,463,475,457,417,185,220,0,0,0,0,0,0,0,0,0,1262,787,589,4,1,0,3,1,5,2,1,0,1,1,0,1,4,1,0,0,1,1,4,1,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0,1,2,0,1,0,4,4,7,4,2,0,0,16,30,14,21,10,2,1,49,45,54,46,45,1,2,13,25,25,24,12,6,15,8,19,22,24,9,9,8,18,13,6,14,14,8,11,16,17,30,24,22,10,13,18,20,27,25,28,17,22,11,12,19,16,45,14,21,15,17,18,13,23,18,30,52,73,65,40,39,22,27,98,75,83,92,76,22,21,44,52,38,59,41,17,15,23,21,27,22,16,8,12,10,15,17,11,15,9,5,10,12,14,9,12,0,4,5,8,6,3,3,3,3,5,4,1,2,1,7,0
7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7262,35,46,48,38,46,29,35,0,0,0,0,0,0,0,0,0,114,90,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,4,1,4,5,0,1,8,14,12,11,15,0,3,3,5,10,2,0,4,4,1,0,1,2,2,2,8,2,1,0,2,4,4,4,0,2,5,1,2,5,2,2,3,0,1,2,2,2,2,3,1,1,1,2,0,0,4,1,2,1,3,3,0,1,2,2,0,0,3,3,4,2,0,6,0,2,3,0,8,2,4,3,1,0,1,1,3,1,2,1,1,1,4,0,2,1,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7263,269,261,296,258,220,101,86,0,0,0,0,0,0,0,0,0,708,406,377,4,2,3,1,2,2,2,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,1,0,2,0,2,0,2,0,0,0,0,2,4,2,0,0,10,4,9,7,7,2,1,11,13,19,19,5,7,3,4,5,15,9,8,10,4,8,6,11,6,2,5,8,6,15,16,5,8,4,5,23,21,23,13,10,13,5,17,8,7,10,8,10,4,27,10,13,17,16,4,7,29,42,52,41,35,5,8,56,63,61,56,47,7,6,29,26,23,28,32,9,7,16,20,16,9,10,6,7,10,8,11,7,9,5,6,5,5,3,9,6,3,2,5,5,8,7,3,4,3,5,6,1,4,6,4,5
7264,136,154,154,151,124,93,128,0,0,0,0,0,0,0,0,0,400,300,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,11,1,1,0,0,0,4,4,0,3,2,1,0,0,0,2,2,1,1,0,0,6,1,10,2,0,1,11,13,10,13,11,2,7,10,9,17,14,6,3,7,3,12,23,10,5,7,7,5,8,7,9,10,8,10,1,2,12,17,5,13,8,6,7,5,10,11,3,10,13,5,13,3,14,8,10,7,8,3,8,9,14,11,10,4,14,13,14,11,8,17,27,13,15,6,4,13,9,12,9,7,7,8,13,10,6,9,6,6,2,8,6,4,4,5,6,2,4,5,6,4,3,6,0,1,1,2,0,0,2,2,1,8,7,6,1,1,3,9
7265,44,61,60,72,59,55,32,0,0,0,0,0,0,0,0,0,183,109,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,2,2,1,3,2,2,0,4,7,8,6,4,0,2,12,14,10,14,14,2,1,6,16,17,19,10,6,2,1,4,4,1,6,8,0,1,1,5,8,2,4,5,3,1,1,4,2,7,2,1,2,0,3,2,8,4,1,2,1,3,4,3,6,2,0,0,2,1,4,1,1,0,6,0,4,3,5,1,3,4,3,2,2,1,3,2,0,2,2,2,2,1,2,1,1,1,1,0,3,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
7266,8,4,7,2,5,2,4,0,0,0,0,0,0,0,0,0,18,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0
7267,144,169,190,174,178,148,101,0,0,0,0,0,0,0,0,0,437,312,355,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,10,7,8,7,8,1,2,3,2,9,8,5,2,2,27,36,33,27,32,5,8,13,23,27,22,18,11,8,1,4,5,8,4,10,4,7,9,20,5,7,12,5,8,17,10,10,8,17,5,7,6,8,11,10,11,13,12,7,10,9,7,9,4,9,6,10,14,7,13,13,7,8,7,4,5,20,4,10,11,12,15,19,10,9,17,16,13,20,14,9,9,7,8,11,5,13,3,1,1,3,4,4,7,5,5,2,4,2,1,4,1,4,1,0,1,0,5,1,1,0,1,0,0,4,4,2
7268,32,40,36,24,18,11,1,0,0,0,0,0,0,0,0,0,88,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,2,1,1,2,0,1,1,1,2,2,3,0,1,2,1,2,1,1,0,0,7,0,1,2,0,0,6,1,1,1,0,1,1,2,8,4,4,2,1,0,0,4,9,4,2,1,0,3,4,3,2,3,0,0,4,2,3,1,1,1,0,2,4,2,3,3,0,0,5,2,0,1,0,0,0,2,1,5,0,0,0,0,1,1,0,0,1,0,0
7269,219,222,244,255,236,144,136,0,0,0,0,0,0,0,0,0,791,370,295,2,3,2,6,4,8,1,0,0,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,0,0,0,3,5,9,5,3,0,0,10,6,11,13,10,2,0,1,4,4,5,3,5,2,3,8,7,3,2,10,4,3,3,5,10,7,6,5,12,8,12,10,10,13,5,18,2,11,9,11,5,16,11,4,16,12,11,16,15,34,35,32,32,34,14,10,29,38,34,27,27,11,16,26,39,24,32,27,15,11,26,14,19,28,23,11,20,14,18,16,18,16,9,10,13,13,22,12,15,6,10,8,11,8,17,19,6,8,4,7,4,7,11,3,0,2,4,2,3,1,2,2
7270,190,185,223,180,162,71,80,0,0,0,0,0,0,0,0,0,572,327,192,0,0,2,0,0,1,1,2,0,1,1,0,1,1,1,3,0,1,0,0,2,0,1,0,2,0,0,0,1,1,4,3,0,3,1,0,1,0,1,3,0,4,1,0,0,1,0,0,0,4,4,9,2,8,0,1,22,32,25,19,17,2,0,13,10,6,12,11,1,4,5,4,1,7,3,1,2,1,1,4,3,6,9,7,10,6,12,6,9,6,5,13,22,11,23,13,2,5,5,4,5,10,9,6,4,4,1,8,5,10,4,5,24,24,33,15,15,10,13,18,31,35,17,16,1,5,22,18,25,19,15,5,7,22,4,15,21,15,8,4,12,5,13,5,5,8,6,6,6,6,6,2,2,1,3,5,2,1,4,1,2,1,2,6,0,1,0,0
7271,197,227,200,211,187,112,135,0,0,0,0,0,0,0,0,0,515,379,375,2,4,14,7,2,2,3,2,2,0,1,0,3,4,1,0,0,0,1,1,0,0,0,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,1,2,3,2,6,3,0,0,22,20,15,20,11,5,7,22,22,18,28,15,7,4,10,15,10,14,9,3,6,3,10,4,5,8,9,9,3,6,8,5,4,8,13,9,17,7,8,8,12,9,6,7,10,7,10,12,12,31,12,31,33,26,6,10,11,22,8,16,10,9,17,12,19,19,6,20,10,8,21,13,9,15,16,4,11,9,12,15,10,17,5,3,12,11,6,10,7,4,4,11,10,8,6,10,3,6,2,12,7,6,6,6,4,3,10,5,6,2,2,1
7272,172,181,183,182,164,124,102,0,0,0,0,0,0,0,0,0,473,329,306,1,0,4,2,1,1,4,1,0,0,1,0,5,4,1,1,0,0,0,2,0,0,1,0,0,0,1,4,1,0,1,3,1,0,0,8,7,8,5,4,1,0,1,6,6,7,6,3,1,10,15,18,20,20,3,1,12,18,11,13,9,1,0,13,21,11,11,9,3,2,10,16,15,11,8,10,6,9,4,6,7,5,12,9,17,19,11,16,12,12,7,5,2,8,4,8,5,5,7,4,8,7,8,5,4,8,5,10,6,14,9,6,8,7,9,9,8,8,11,12,16,12,15,6,10,10,19,12,10,13,13,10,8,6,7,11,11,12,6,11,8,7,10,8,7,4,3,6,7,6,8,4,6,5,5,4,4,4,4,4,0,4,2,4,1,5,3,1
7273,301,309,354,354,298,195,176,0,0,0,0,0,0,0,0,0,968,551,468,8,4,3,5,1,4,7,1,0,3,2,2,1,3,0,1,2,3,3,5,1,0,0,0,0,0,2,0,1,1,1,1,1,0,2,3,0,1,1,3,2,0,7,0,9,3,2,2,0,12,10,10,16,8,5,5,25,26,40,24,23,5,3,31,41,35,49,33,8,8,15,19,20,19,13,11,14,13,19,17,20,7,12,5,21,21,13,27,13,15,13,10,17,18,13,20,18,15,3,11,15,18,21,15,14,13,12,8,15,11,17,8,26,23,26,27,21,15,5,27,21,40,31,29,11,13,27,18,28,25,18,11,18,12,19,14,16,18,17,14,15,14,15,13,14,5,6,17,14,12,14,13,3,8,5,10,10,3,9,8,8,9,8,14,9,15,3,6
7274,146,175,164,147,131,20,18,0,0,0,0,0,0,0,0,0,374,237,190,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,13,14,15,16,0,0,5,7,4,5,1,2,1,3,4,15,3,0,0,0,9,6,11,9,8,1,1,6,8,8,3,12,0,2,5,8,6,3,2,1,1,5,3,8,4,7,1,0,10,5,7,6,9,4,2,26,34,43,40,21,1,2,42,60,34,45,34,2,3,14,12,4,10,8,0,2,5,4,3,0,3,3,4,1,7,2,3,2,0,0,1,1,0,1,5,0,0,0,1,1,0,1,3,0,1,1,2,0,2,0,0
7275,239,206,276,221,252,157,176,0,0,0,0,0,0,0,0,0,680,431,416,0,0,0,0,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,5,2,5,2,2,0,2,1,3,2,5,8,1,0,11,2,13,11,7,9,2,12,7,10,7,5,7,11,10,9,17,16,17,5,18,13,11,21,9,17,10,11,22,12,15,17,16,22,27,17,13,17,14,20,22,21,31,19,27,19,32,17,13,49,44,53,48,40,17,19,34,33,33,34,28,13,17,13,20,11,12,14,10,16,8,14,27,13,17,9,11,10,11,18,8,18,10,2,1,3,3,2,4,1,2,2,2,2,2,5,1,2
